ENTREZID	SYMBOL	length	sample1	sample2	sample3
101926911	VPS33B-DT	4621	2	8	2
101926913	LOC101926913	3763	9	18	4
101926925	LINC01358	7689	6	24	8
101926928	CRAT37	2609	3	10	4
101926943	LOC101926943	4557	14	15	28
101926962	LOC101926962	781	1	17	0
101926963	LOC101926963	731	64	9	123
101926964	LOC101926964	5639	5	12	6
101926966	LINC01804	2480	1	2	1
101926975	LINC01844	2237	1	28	6
101926978	LINC01111	1663	2	11	4
101926987	DLGAP4-AS1	2593	4	5	3
101926996	RUNDC3A-AS1	7094	6	21	8
101927021	LOC101927021	2620	19	6	31
101927034	ROR1-AS1	3544	6	37	6
101927040	LOC101927040	2624	3	14	2
101927084	LINC01359	9986	5	21	3
101927111	SUCLG2-AS1	3687	20	28	14
101927112	LINC01581	3727	4	26	9
101927115	LINC01933	4408	4	18	4
101927117	PLCG1-AS1	1462	2	6	3
101927124	LOC101927124	2220	5	5	19
101927134	LINC01470	5506	5	24	2
101927136	LOC101927136	11004	4	1	5
101927150	L3MBTL4-AS1	2044	5	4	2
101927151	LOC101927151	6626	64	25	126
101927153	LINC02207	1787	6	17	3
101927156	LINC01934	3506	11	35	12
101927164	LOC101927164	1323	2	1	4
101927178	LOC101927178	4307	10	11	17
101927189	LOC101927189	4059	7	38	9
101927204	FAM111A-DT	3604	30	6	44
101927215	LINC01266	4419	5	11	1
101927217	LINC01473	2116	0	7	3
101927221	UBR5-AS1	2848	25	11	27
101927229	LINC01929	3513	9	31	9
101927233	SEMA6A-AS1	3210	4	8	1
101927237	LOC101927237	3054	3	7	1
101927239	LINC01989	1792	3	11	3
101927244	LINC01788	2086	6	18	6
101927269	LOC101927269	6295	3	10	2
101927274	LINC02071	1723	0	15	2
101927275	NDUFV2-AS1	1169	3	8	4
101927285	LINC01793	2036	1	28	2
101927286	LINC02254	1726	4	10	2
101927292	LINC02395	5063	2	13	0
101927295	LINC01360	5593	3	15	9
101927310	LOC101927310	1891	1	18	2
101927314	LOC101927314	3932	7	24	14
101927342	LOC101927342	1338	3	12	2
101927347	GRM7-AS3	3983	3	18	4
101927352	PLS3-AS1	2157	0	13	5
101927356	LOC101927356	3411	5	34	12
101927365	LOC101927365	1638	17	8	41
101927379	LINC02201	2652	4	15	4
101927380	C9orf41-AS1	719	0	6	9
101927381	LINC01163	3354	2	8	2
101927391	LOC101927391	3641	5	8	1
101927396	LINC01514	1338	1	6	1
101927415	LOC101927415	8279	15	37	39
101927422	GNA14-AS1	605	2	7	1
101927434	LOC101927434	643	3	12	3
101927450	LOC101927450	2432	7	2	6
101927455	TMEM108-AS1	3041	6	16	0
101927460	LINC02240	1336	2	12	2
101927468	LOC101927468	10062	8	22	8
101927472	LOC101927472	954	2	4	4
101927513	LOC101927513	1408	5	15	1
101927528	LINC01204	5654	2	22	9
101927543	LOC101927543	1973	3	11	5
101927547	ANKRD44-IT1	1069	4	9	9
101927550	LOC101927550	3944	10	22	11
101927554	LINC01250	2344	2	2	3
101927560	LOC101927560	2275	10	15	2
101927575	LOC101927575	2007	1	5	6
101927580	LINC02141	6586	17	33	9
101927587	LINC01725	3800	5	14	3
101927588	LOC101927588	1195	8	16	4
101927592	LINC02405	2039	1	5	3
101927599	ZNF529-AS1	2340	7	7	5
101927612	RNF139-AS1	6013	13	13	25
101927619	LINC01923	3449	4	8	2
101927621	LINC01534	1798	4	7	5
101927630	LOC101927630	442	0	7	1
101927631	ADNP-AS1	1390	7	4	7
101927640	LOC101927640	6522	4	18	10
101927653	LINC02388	2512	7	17	3
101927661	LOC101927661	1297	1	27	4
101927667	LINC01535	3560	4	17	2
101927668	LOC101927668	3576	72	57	62
101927692	LOC101927692	2378	1	23	3
101927694	LINC02368	1656	3	6	3
101927697	LINC02227	3748	7	49	7
101927700	LINC01524	5135	5	32	3
101927708	LOC101927708	1561	1	3	2
101927720	ZNF793-AS1	2609	7	11	5
101927746	LOC101927746	705	142	0	87
101927752	LOC101927752	5120	37	14	28
101927766	LINC01847	5607	1	15	4
101927768	HDAC2-AS2	9606	6	39	14
101927770	LOC101927770	2502	3	5	4
101927774	LINC00824	7618	9	35	6
101927777	SATB1-AS1	26126	74	89	84
101927795	LOC101927795	877	3	4	3
101927796	LINC01441	2290	2	15	1
101927808	CLSTN2-AS1	2693	1	14	3
101927811	LOC101927811	1256	1	0	0
101927815	LOC101927815	8666	5	9	4
101927827	LOC101927827	3614	4	11	7
101927829	LOC101927829	6360	3	31	7
101927832	PAQR9-AS1	6713	2	4	6
101927845	LOC101927845	2096	4	4	3
101927849	LINC02355	2520	4	28	10
101927851	LOC101927851	2187	6	1	14
101927891	PKN2-AS1	3950	4	2	2
101927901	LINC02421	3135	2	18	9
101927911	LOC101927911	2546	0	2	0
101927921	LINC01478	2643	7	16	3
101927924	LINC01856	2398	1	3	0
101927931	LINC01480	1625	65	2	205
101927944	FAM53B-AS1	2466	9	3	9
101927957	LINC01572	5258	18	27	21
101927964	LOC101927964	2287	9	19	3
101927969	LOC101927969	4057	14	3	5
101927973	LINC01695	4915	7	17	13
101927980	SLC14A2-AS1	1381	4	14	1
101927983	EDRF1-AS1	4864	1	14	13
101927990	TRDN-AS1	7634	11	17	9
101928001	PRKCA-AS1	3118	6	9	8
101928020	LOC101928020	2199	6	15	14
101928035	LOC101928035	1969	0	11	5
101928053	LOC101928053	2335	8	9	5
101928062	LINC01481	2216	13	25	23
101928063	LOC101928063	4726	1	7	4
101928069	LOC101928069	2552	4	5	5
101928085	ERICH6-AS1	1117	2	11	7
101928100	LOC101928100	2830	2	9	7
101928103	LOC101928103	2361	19	26	11
101928104	LINC01482	3006	5	17	6
101928118	LOC101928118	2785	0	8	5
101928122	LINC01483	4634	5	13	0
101928128	LOC101928128	1135	1	3	3
101928140	LOC101928140	1504	2	8	3
101928141	LINC01028	1503	2	8	1
101928150	LOC101928150	500	4	19	3
101928153	ITGA9-AS1	9796	8	18	8
101928168	LOC101928168	1772	4	9	4
101928174	LOC101928174	3154	5	10	2
101928176	LINC01411	4563	3	7	5
101928231	LOC101928231	1731	0	13	1
101928243	DARS-AS1	12153	14	28	33
101928248	LINC01229	2990	3	6	11
101928254	LOC101928254	1918	5	10	2
101928269	LOC101928269	1926	3	13	5
101928287	LINC01285	5432	4	3	3
101928304	LOC101928304	2359	8	10	2
101928370	LOC101928370	403	16	7	18
101928371	LOC101928371	1747	0	3	2
101928376	IL12A-AS1	3805	4	20	6
101928399	LINC01679	2798	2	1	10
101928420	LINC01490	1827	4	10	0
101928436	LOC101928436	704	0	5	2
101928438	LOC101928438	1544	2	9	3
101928442	LINC01491	1218	3	16	4
101928446	LOC101928446	4037	2	35	7
101928476	LINC01676	5896	5	17	4
101928484	LINC01363	3062	0	12	0
101928492	OR2A1-AS1	9934	20	52	66
101928496	LINC01492	4421	10	35	4
101928509	LINC02268	1734	2	5	4
101928516	LOC101928516	669	1	5	3
101928527	PIGBOS1	2868	49	29	97
101928539	LINC02225	4069	8	25	4
101928540	LOC101928540	967	5	12	2
101928545	SEPT7-AS1	4325	8	11	6
101928551	LOC101928551	2270	1	13	2
101928578	RAP2C-AS1	3886	1	11	5
101928580	P4HA3-AS1	2157	2	5	2
101928591	LOC101928591	1095	2	6	3
101928617	LOC101928617	7597	11	31	7
101928626	LOC101928626	1806	4	14	1
101928649	CTC-338M12.4	2531	10	11	22
101928651	LOC101928651	4145	5	14	4
101928673	LOC101928673	2831	15	13	15
101928696	LOC101928696	1042	4	9	1
101928700	LOC101928700	2145	3	12	4
101928736	MIR762HG	3202	16	9	10
101928752	LINC01043	13769	4	1	1
101928767	LINC02328	1840	3	16	6
101928770	LINC01526	520	2	5	2
101928775	LOC101928775	396	5	5	2
101928776	LINC01258	2059	6	7	10
101928784	RORA-AS1	2717	7	24	8
101928809	LOC101928809	1685	4	9	9
101928823	LOC101928823	1725	1	12	5
101928834	LOC101928834	2604	1	18	2
101928846	HIPK1-AS1	4570	7	14	16
101928858	LOC101928858	4423	4	22	11
101928882	LOC101928882	4214	4	3	2
101928885	LINC02198	1336	4	5	3
101928887	LOC101928887	2572	6	2	1
101928894	LOC101928894	2041	3	16	3
101928913	LINC01515	11312	13	37	16
101928937	LOC101928937	1038	5	10	0
101928978	LOC101928978	3831	4	17	4
101928989	MIR4300HG	2239	2	10	4
101928992	LINC02069	2591	1	3	0
101929010	SIRPG-AS1	3060	8	15	10
101929011	LOC101929011	796	5	3	1
101929025	LINC01516	2992	3	8	8
101929052	LINC00836	3275	6	28	3
101929054	LOC101929054	2157	5	6	13
101929058	LOC101929058	1684	1	6	2
101929071	LINC01182	2742	1	10	4
101929106	LOC101929106	2674	5	6	4
101929125	LINC01730	1405	1	2	4
101929140	LOC101929140	2977	8	23	11
101929144	LINC01858	2119	2	9	3
101929145	PPP3CB-AS1	9676	20	110	41
101929162	LOC101929162	2247	14	28	15
101929164	LINC01859	1024	0	14	3
101929184	LINC01031	779	3	5	1
101929196	THSD4-AS1	3887	7	8	1
101929210	LOC101929210	1042	2	1	5
101929215	CTD-2201I18.1	3278	1	17	5
101929218	LINC01517	2873	2	5	4
101929227	LOC101929227	6314	3	11	4
101929241	LINC02325	2415	10	15	10
101929243	LOC101929243	771	5	2	7
101929244	CASC20	1484	1	12	2
101929260	LINC01920	2528	5	9	4
101929265	LINC01428	874	5	17	2
101929295	LOC101929295	3045	2	4	3
101929302	RFX3-AS1	1584	0	4	6
101929328	KCNMA1-AS1	7832	4	30	9
101929335	ADAMTS9-AS1	16093	4	24	0
101929352	LOC101929352	2246	2	39	3
101929369	NA	2613	3	11	2
101929387	LMF1-AS1	2472	3	8	4
101929390	LINC01247	4209	5	20	5
101929402	EXTL3-AS1	5014	6	15	4
101929413	LOC101929413	2006	2	11	2
101929415	LOC101929415	3078	4	9	2
101929423	MEF2C-AS1	5183	7	23	2
101929450	LINC02099	7970	0	8	7
101929468	CXXC4-AS1	2968	4	5	5
101929486	LINC01722	3033	6	32	5
101929495	LINC01339	1398	3	6	0
101929512	LOC101929512	5197	7	8	7
101929524	LOC101929524	1674	2	2	5
101929528	LOC101929528	2625	2	29	8
101929557	LINC01395	982	1	2	1
101929559	LINC00211	2865	10	18	9
101929567	LINC01814	9135	1	14	6
101929570	LOC101929570	2999	3	11	0
101929572	LOC101929572	2566	9	36	14
101929577	LOC101929577	3526	2	35	2
101929582	LINC01241	1800	3	9	4
101929590	NRG3-AS1	1385	2	5	1
101929591	KIZ-AS1	6551	5	16	5
101929592	LOC101929592	469	3	1	3
101929595	LOC101929595	3448	8	26	6
101929607	LINC01990	1487	2	12	5
101929623	LINC01215	2592	42	18	59
101929624	LINC01519	2029	2	4	3
101929625	LINC01727	2881	4	24	3
101929631	LINC01653	1728	2	12	1
101929653	LOC101929653	5202	5	40	10
101929655	TMC3-AS1	1753	8	2	9
101929660	LINC02109	5259	3	10	6
101929663	LINC01427	7371	9	30	8
101929684	LINC01520	1487	3	10	1
101929698	LOC101929698	1771	2	5	0
101929701	LINC01584	2136	2	11	4
101929709	LOC101929709	5589	21	14	21
101929710	LOC101929710	1629	2	9	5
101929717	LINC02044	2502	5	9	6
101929719	LOC101929719	6412	7	25	4
101929730	LINC01352	962	4	19	6
101929754	ZBTB20-AS5	1441	2	23	4
101929760	PIK3IP1-AS1	622	1	13	6
101929767	LOC101929767	11257	35	35	45
10193	RNF41	14705	329	101	449
101930452	LINC02367	4388	8	18	4
10194	TSHZ1	10147	56	48	51
10195	ALG3	8226	609	105	825
101954266	RNVU1-14	511	1	2	5
10196	PRMT3	8625	1118	73	1240
10197	PSME3	14462	3185	366	3505
10198	MPHOSPH9	15848	633	203	865
10199	MPHOSPH10	5738	610	112	629
102	ADAM10	22898	1084	621	1617
1020	CDK5	3577	111	24	167
10200	MPHOSPH6	4184	546	53	666
10201	NME6	11664	181	111	347
10203	CALCRL	7744	15	7	3
10204	NUTF2	3175	1229	187	1458
10205	MPZL2	7298	405	3	155
10206	TRIM13	14423	187	87	205
102060282	RASSF1-AS1	790	1	3	1
10207	PATJ	17541	103	316	139
10208	USPL1	3814	278	83	265
10209	EIF1	8598	3997	2017	5216
1021	CDK6	13599	2649	111	4203
10210	TOPORS	7599	420	135	574
10211	FLOT1	39818	1057	162	1581
10212	DDX39A	10566	3090	234	3580
10213	PSMD14	8497	1719	187	2292
102157402	AK6	7792	1077	40	1200
10216	PRG4	7570	63	8	29
10217	CTDSPL	7812	15	13	11
10218	ANGPTL7	2845	5	4	6
10219	KLRG1	4081	35	114	31
1022	CDK7	11233	488	52	611
10220	GDF11	9517	16	23	30
10221	TRIB1	6576	177	55	343
102216342	LINC01108	3928	7	14	2
10223	GPA33	3438	2	105	10
10224	ZNF443	3336	45	33	46
10225	CD96	9352	203	788	305
10226	PLIN3	6718	203	82	350
10227	MFSD10	8053	573	164	1016
10228	STX6	14450	484	76	631
102288414	C11orf98	1610	57	10	86
10229	COQ7	7509	132	49	219
10231	RCAN2	8383	14	10	65
10233	LRRC23	6662	22	5	27
10234	LRRC17	4096	1	4	2
10235	RASGRP2	11663	2	664	21
10236	HNRNPR	16082	2633	544	3238
10237	SLC35B1	12498	515	63	725
10238	DCAF7	9254	1007	373	1347
10239	AP3S2	10807	30	48	53
1024	CDK8	6325	174	30	138
10240	MRPS31	2907	416	129	631
10241	CALCOCO2	13196	424	412	727
10242	KCNMB2	8273	1	13	2
10243	GPHN	9274	197	45	283
10244	RABEPK	4513	570	66	603
10245	TIMM17B	4757	271	56	443
10246	SLC17A2	3867	10	8	5
102464835	NA	2613	8	16	14
102465432	NA	2613	21	16	46
102465492	MIR6820	54600	32	34	42
102465753	NA	2613	3	3	1
102466730	MIR6764	2742	3	8	8
102467079	LINC02180	1010	0	6	1
102467081	LOC102467081	5556	6	11	1
102467146	MAFTRR	3367	8	27	9
102467224	LINC02147	1444	3	8	0
102467226	LOC102467226	3332	3	14	2
10247	RIDA	3927	142	13	131
10248	POP7	1410	526	35	589
1025	CDK9	4078	632	173	1055
10250	SRRM1	14932	1287	441	1954
10252	SPRY1	10279	111	2	116
10253	SPRY2	4727	2	1	1
10254	STAM2	8372	207	109	287
102546226	LINC02060	2047	3	17	2
102546299	LOC102546299	6957	9	50	5
10256	CNKSR1	7756	9	4	23
10257	ABCC4	9169	369	94	406
102578074	PCAT5	3550	9	6	0
1026	CDKN1A	6245	236	7	864
10260	DENND4A	12033	620	238	824
102606463	LINC01152	4451	5	36	9
102606465	LOC102606465	4024	68	43	78
10261	IGSF6	4230	11	20	8
10262	SF3B4	2782	940	163	1277
10263	CDK2AP2	4937	524	262	799
10269	ZMPSTE24	4259	1668	197	2147
1027	CDKN1B	4324	37	113	46
10270	AKAP8	7004	509	175	648
102723099	GHET1	1906	6	7	13
102723167	MIR133A1HG	5045	12	18	6
102723344	LINC02568	2426	5	6	6
102723356	ZFPM2-AS1	3330	5	13	5
102723373	LOC102723373	1305	4	7	7
102723439	LOC102723439	1374	5	9	8
102723508	KANTR	3348	76	37	88
102723510	LCMT1-AS1	1770	12	6	22
102723526	LINC02218	886	3	3	1
102723553	SMIM11B	11772	164	75	183
102723562	LINC01498	3283	2	9	3
102723578	LINC01440	5136	4	10	1
102723582	LOC102723582	3161	14	5	24
102723604	LOC102723604	529	2	5	3
102723605	LINC01445	1419	3	9	3
102723644	LINC01499	1465	4	13	3
102723661	LOC102723661	6693	6	16	3
102723692	LOC102723692	641	6	1	4
102723742	LINC01500	1946	4	12	2
102723766	LINC02362	3058	9	7	3
102723809	LOC102723809	558	3	2	4
102723818	LINC01248	1187	6	12	3
102723838	LOC102723838	494	1	7	1
102724105	ZNF528-AS1	2692	3	4	2
102724190	LINC02289	3102	2	2	1
102724201	TBX18-AS1	4624	6	10	1
102724246	TTC39C-AS1	817	2	25	1
102724316	SVIL-AS1	7850	139	36	186
102724428	SIK1B	9417	29	6	10
102724515	LINC01291	4668	5	4	6
102724550	LINC02015	3374	3	10	1
102724594	U2AF1L5	10528	135	44	271
102724631	POTEB3	14279	1	23	4
102724651	LINC01919	1224	5	7	2
102724776	LOC102724776	8584	6	17	10
102724784	LOC102724784	1777	2	6	1
102724814	LOC102724814	3243	11	14	14
102724826	ZNF337-AS1	6789	15	17	21
102724827	MIATNB	4342	21	39	33
102724874	LOC102724874	864	4	8	3
102725509	LINC01232	4956	5	11	8
10273	STUB1	6811	416	119	443
10274	STAG1	13704	798	196	948
10276	NET1	5014	738	57	743
10277	UBE4B	11207	384	97	437
10280	SIGMAR1	5194	1210	224	1687
102800314	MIR7515HG	10756	3	9	4
102800315	LINC01246	11619	3	21	5
102800447	LINC01828	6951	9	68	12
10282	BET1	7969	198	76	277
10283	CWC27	4654	264	93	349
10284	SAP18	6863	1114	407	1381
10285	SMNDC1	6843	461	88	508
10286	BCAS2	1803	676	156	866
10287	RGS19	2442	229	212	307
10289	EIF1B	2988	412	103	462
1029	CDKN2A	7447	1	9	13
10290	SPEG	28782	0	12	1
10291	SF3A1	9593	1103	375	1189
10293	TRAIP	6513	155	14	204
10294	DNAJA2	6777	1715	363	2286
10295	BCKDK	7641	432	93	738
10296	MAEA	19601	590	246	809
10298	PAK4	12864	25	5	26
10299	6-Mar	15829	596	458	933
103	ADAR	15574	4733	1545	6621
10300	KATNB1	7464	403	65	601
10301	DLEU1	12092	186	72	204
10302	SNAPC5	8858	182	127	258
103021294	ABALON	1903	14	2	11
10307	APBB3	12781	39	68	69
10308	ZNF267	4780	707	82	1031
1031	CDKN2C	5329	42	16	92
10312	TCIRG1	8199	755	545	1470
10313	RTN3	16139	574	208	876
10314	LANCL1	6529	575	220	855
10316	NMUR1	3298	1	3	0
10317	B3GALT5	18359	11	23	8
10318	TNIP1	11206	1159	259	1349
10319	LAMC3	10690	3	2	4
1032	CDKN2D	2508	358	217	418
10320	IKZF1	24121	1816	1504	2305
10321	CRISP3	4254	7	3	2
10322	SMYD5	4782	315	57	428
10325	RRAGB	4316	47	73	50
10326	SIRPB1	13641	18	16	15
10327	AKR1A1	6426	626	106	968
10328	EMC8	4209	574	67	720
1033	CDKN3	3656	505	18	399
10330	CNPY2	7075	776	130	952
10333	TLR6	6886	12	10	10
103344929	BGLT3	994	7	14	1
103344931	LOC103344931	4237	8	8	7
10335	MRVI1	15689	9	24	7
10336	PCGF3	13512	173	90	277
10342	TFG	10325	799	142	1147
10345	TRDN	7916	12	56	8
10346	TRIM22	8810	896	938	1357
10347	ABCA7	13274	62	420	119
10349	ABCA10	12583	17	42	12
10350	ABCA9	11743	12	46	4
10351	ABCA8	11040	6	18	5
10352	WARS2	6412	187	27	182
1036	CDO1	3039	11	6	59
10360	NPM3	1608	85	0	97
103611081	LOC103611081	3994	4	18	7
10362	HMG20B	10082	215	88	293
103625683	LINC00456	692	4	23	5
10363	HMG20A	10838	335	137	427
10365	KLF2	2582	0	760	0
10367	MICU1	7930	296	70	428
103689913	LINC00383	1638	2	7	5
103689918	LINC01378	4830	2	21	4
103695365	LINC01435	7290	12	43	7
10370	CITED2	5134	18	105	52
10371	SEMA3A	9165	14	22	7
103724390	LINC01287	1437	3	2	1
10376	TUBA1B	8144	15727	541	19761
10379	IRF9	7873	178	117	319
10380	BPNT1	6635	218	50	304
10382	TUBB4A	9342	20	14	18
10383	TUBB4B	3563	2651	113	4000
10384	BTN3A3	14262	123	332	119
10385	BTN2A2	15564	89	41	134
10388	SYCP2	8491	16	42	17
10389	SCML2	6306	109	9	91
1039	CDR2	4342	510	325	603
10390	CEPT1	12501	353	105	454
103908605	LOC103908605	8109	19	12	32
103910	MYL12B	1905	2537	1036	3251
10392	NOD1	11223	73	44	74
10393	ANAPC10	7946	201	64	275
10395	DLC1	17507	112	17	39
10396	ATP8A1	17066	224	97	398
10397	NDRG1	13583	58	207	144
10399	RACK1	15776	4873	1360	5948
104	ADARB1	15162	247	116	211
1040	CDS1	4829	3	30	5
10400	PEMT	3427	149	29	187
10401	PIAS3	8524	122	115	243
10402	ST3GAL6	13561	16	39	21
10403	NDC80	3943	770	69	978
10404	CPQ	5951	32	78	83
10410	IFITM3	2138	499	67	97
10412	NSA2	6277	374	71	458
10413	YAP1	10486	8	29	8
10417	SPON2	9199	3	6	2
10418	SPON1	5842	5	18	15
10419	PRMT5	11773	1626	77	2016
10420	TESK2	5601	31	30	40
10421	CD2BP2	4438	428	110	635
10422	UBAC1	4268	161	64	223
10423	CDIPT	11880	365	130	484
10424	PGRMC2	13505	279	96	278
10425	ARIH2	14439	1380	354	1854
10426	TUBGCP3	11987	468	63	792
10427	SEC24B	6101	708	275	895
10428	CFDP1	5722	134	79	173
1043	CD52	1316	544	2778	577
10430	TMEM147	6126	817	169	1015
10432	RBM14	7489	1415	196	1773
104326191	LINC01336	1013	0	8	3
10434	LYPLA1	9642	2111	272	2375
104355136	LINC01033	1749	2	6	2
104355286	LINC01307	1505	0	6	1
104355287	LINC01317	1135	2	8	4
104355288	LINC01320	6624	2	7	6
104355295	SGMS1-AS1	13181	10	15	19
104355426	LENG8-AS1	3732	4	10	22
10436	EMG1	8134	859	106	1079
10438	C1D	6382	444	67	310
104384744	TET2-AS1	537	4	15	9
10440	TIMM17A	5049	2017	53	2237
10443	N4BP2L2	24587	510	671	937
10444	ZER1	5170	159	196	204
10445	MCRS1	8768	540	131	695
10447	FAM3C	4118	462	60	655
104472713	PCAT29	3237	10	24	4
104472714	DISC1-IT1	762	3	4	1
104472716	WARS2-IT1	2060	2	10	9
104472717	LINC01224	7049	10	18	6
10449	ACAA2	6983	755	200	818
10450	PPIE	10279	455	163	656
104502416	FOXP1-AS1	700	14	1	12
10451	VAV3	12231	66	44	136
10452	TOMM40	7058	1613	65	1881
10454	TAB1	5013	31	25	27
104548973	SALRNA2	2066	3	5	5
10455	ECI2	8350	159	111	232
10456	HAX1	6119	1116	192	1454
10457	GPNMB	10686	11	13	18
10458	BAIAP2	16415	9	22	3
10459	MAD2L2	5774	261	37	446
10460	TACC3	8631	820	225	1072
10461	MERTK	9194	27	22	38
10463	SLC30A9	8603	841	180	1205
10464	PIBF1	5614	175	97	207
10465	PPIH	2005	328	58	353
10466	COG5	11154	420	180	556
10467	ZNHIT1	7476	207	69	247
10468	FST	5575	2	9	6
10469	TIMM44	7073	421	24	502
1047	CLGN	3364	3	8	2
10471	PFDN6	24643	139	32	191
10472	ZBTB18	7591	5	12	3
10473	HMGN4	1338	673	366	880
10474	TADA3	7363	470	237	666
10475	TRIM38	9413	491	243	852
10477	UBE2E3	5868	380	97	488
10478	SLC25A17	8892	518	77	619
10479	SLC9A6	11941	314	137	393
104797538	KCNMB2-AS1	2464	7	14	3
10480	EIF3M	10340	2235	323	2513
10482	NXF1	10999	1100	420	1265
10483	SEC23B	6049	1505	255	2195
10484	SEC23A	14102	1064	328	1311
10486	CAP2	7362	8	17	9
10487	CAP1	10381	4111	1573	5766
10488	CREB3	4375	371	93	503
10489	LRRC41	15760	713	170	851
10490	VTI1B	7972	395	159	575
10491	CRTAP	8000	233	259	377
10492	SYNCRIP	13554	4022	412	4739
10493	VAT1	6071	116	104	171
10494	STK25	21209	524	253	733
10495	ENOX2	10887	179	52	267
10497	UNC13B	10319	158	20	164
10498	CARM1	9417	251	14	110
10499	NCOA2	8447	363	135	991
1050	CEBPA	2631	0	11	2
10500	SEMA6C	9828	16	5	7
10505	SEMA4F	13179	75	27	103
10507	SEMA4D	29529	1705	1118	2063
10509	SEMA4B	16174	58	74	89
1051	CEBPB	1956	233	68	268
10512	SEMA3C	7772	13	33	14
10513	APPBP2	8072	284	170	402
10514	MYBBP1A	12014	1835	251	2004
10516	FBLN5	8607	6	56	4
10517	FBXW10	8277	8	10	8
10519	CIB1	1736	954	362	1453
1052	CEBPD	2178	2	12	2
10520	ZNF211	16320	46	125	62
10521	DDX17	15468	430	378	538
10522	DEAF1	7498	325	170	471
105221694	BISPR	8697	101	44	152
10523	CHERP	9416	600	67	637
10524	KAT5	8673	228	30	339
10525	HYOU1	15835	1122	159	1237
10526	IPO8	8721	508	162	544
10527	IPO7	8012	871	111	747
10528	NOP56	11309	1303	153	1909
10529	NEBL	17086	19	82	17
10531	PITRM1	9741	1059	215	1043
10533	ATG7	12010	325	94	470
10534	SSSCA1	3915	351	37	432
10535	RNASEH2A	3573	367	33	629
10536	P3H3	7909	2	8	7
105369154	PKD1P6-NPIPP1	3191	47	42	84
105369739	LINC02450	1003	2	22	3
105370333	LOC105370333	913	30	6	34
105371743	LINC02001	1298	76	25	120
105372038	LOC105372038	3142	3	13	1
105374952	LOC105374952	1088	31	2	33
105375014	LINC02570	4790	0	14	4
105375650	MIR3150BHG	3198	7	6	3
105375734	SMILR	553	3	14	1
105376554	LINC02547	3308	4	8	1
105376575	NA	2613	3	15	6
105376805	LOC105376805	1088	4	12	7
105376843	SNHG25	384	23	13	36
105377348	LOC105377348	883	5	4	9
105377617	LINC01596	2368	7	23	5
105377682	LINC01932	573	3	17	7
105378311	LOC105378311	2300	6	18	2
105378470	LOC105378470	2108	3	16	6
10538	BATF	1853	705	68	1066
10539	GLRX3	5330	1474	166	1781
1054	CEBPG	4411	660	74	795
10540	DCTN2	9422	813	166	1212
10541	ANP32B	2277	1575	172	1695
10542	LAMTOR5	4802	943	181	1182
10544	PROCR	2153	21	2	32
10548	TM9SF1	12928	309	65	459
10549	PRDX4	2858	769	68	1007
10550	ARL6IP5	4850	703	1488	1079
10551	AGR2	3907	3	10	2
10552	ARPC1A	4293	490	153	675
10553	HTATIP2	7842	608	104	841
10554	AGPAT1	32109	91	15	79
10555	AGPAT2	3972	145	15	194
10556	RPP30	6604	815	120	1026
10557	RPP38	6778	192	43	256
10558	SPTLC1	4538	657	131	923
10559	SLC35A1	5117	142	152	172
10560	SLC19A2	6089	212	18	431
10561	IFI44	2286	546	86	1273
105616982	LINC01047	1378	4	13	2
10563	CXCL13	1610	83	7	622
10564	ARFGEF2	9097	739	228	820
10565	ARFGEF1	14982	736	395	895
10566	AKAP3	5548	14	12	28
10567	RABAC1	4610	142	137	253
10568	SLC34A2	6491	2	13	3
10569	SLU7	6888	361	231	552
10570	DPYSL4	4420	1	0	1
10572	SIVA1	7871	684	159	963
10573	MRPL28	6227	520	117	759
10574	CCT7	6235	4883	469	6145
10575	CCT4	4165	5261	308	6566
10576	CCT2	7000	4785	278	5445
10577	NPC2	5168	91	52	152
10578	GNLY	9674	14	164	25
10579	TACC2	30731	19	40	12
1058	CENPA	3949	333	4	408
10580	SORBS1	20537	27	59	37
10581	IFITM2	2615	2242	714	2531
10584	COLEC10	1738	1	18	3
10585	POMT1	9947	167	154	275
10587	TXNRD2	15300	100	40	142
10588	MTHFS	1596	80	29	104
10589	DRAP1	3890	284	108	471
10591	DNPH1	2434	323	95	501
10592	SMC2	10374	1014	93	1253
10594	PRPF8	31224	6655	1408	7428
10597	TRAPPC2B	732	28	16	31
10598	AHSA1	3553	2309	212	2634
